"";"ResponseId";"Województwo";"StartDate";"EndDate";"Status";"IPAddress";"Progress";"Duration__in_seconds_";"Finished";"RecordedDate";"RecipientLastName";"RecipientFirstName";"RecipientEmail";"ExternalReference";"LocationLatitude";"LocationLongitude";"DistributionChannel";"UserLanguage";"Q_RecaptchaScore";"Q2";"Q4";"Q20";"Q19";"Q5_1";"Q5_2";"Q5_3";"Q5_4";"Q5_5";"Q5_6";"Q5_7";"Q5_8";"Q5_9";"Q5_10";"Q5_11";"Q5_12";"Q5_13";"Q5_14";"Q5_15";"Q21_1";"Q21_2";"Q21_3";"Q21_4";"Q21_5";"Q21_6";"Q21_7";"Q21_8";"Q21_9";"Q21_10";"Q21_11";"Q21_12";"Q21_13";"Q21_14";"Q21_15";"Q21_16";"Q21_17";"Q21_18";"Q7_1";"Q7_2";"Q7_3";"Q7_4";"Q7_5";"Q7_6";"Q7_7";"Q7_8";"Q7_9";"Q7_10";"Q7_11";"Q9_1";"Q9_2";"Q9_3";"Q9_4";"Q9_5";"Q9_6";"Q9_7";"Q9_8";"Q9_9";"Q9_10";"Q9_11";"Q9_12";"Q9_13";"Q9_14";"Q9_15";"Q9_16";"Q9_17";"Q9_18";"Q9_19";"Q9_20";"Q9_21";"Q9_22";"Q9_23";"Q9_24";"Q9_25";"Q9_26";"Q9_27";"Q9_28";"Q9_29";"Q9_30";"Q9_31";"Q6_1";"Q6_2";"Q6_3";"Q6_4";"Q6_5";"Q6_6";"Q6_7";"Q6_8";"Q6_9";"Q6_10";"Q6_11";"Q6_12";"Q6_13";"Q6_14";"Q6_15";"Q6_16";"Q6_17";"Q6_18";"Q6_19";"Q6_20";"Q6_21";"Q6_22";"Q6_23";"Q8_1";"Q8_2";"Q8_3";"Q8_4";"Q8_5";"Q8_6";"Q8_7";"Q8_8";"Q8_9";"Q8_10";"Q8_11";"Q8_12";"Q8_13";"Q10_1";"Q10_2";"Q10_3";"Q10_4";"Q10_5";"Q10_6";"Q10_7";"Q10_8";"Q10_9";"Q10_10";"Q10_11";"Q10_12";"Q11_1";"Q11_2";"Q11_3";"Q11_4";"Q11_5";"Q11_6";"Q11_7";"Q11_8";"Q11_9";"Q11_10";"Q11_11";"Q11_12";"Q11_13";"Q12_1";"Q12_2";"Q13_1";"Q13_2";"Q13_3";"Q13_4";"Q13_5";"Q13_6";"Q13_7";"Q13_8";"Q13_9";"Q13_10";"Q14_1";"Q14_2";"Q14_3";"Q14_4";"Q15_1";"Q15_2";"Q15_3";"Q15_4";"Q15_5";"Q15_6";"Q15_7";"Q15_8";"Q15_9";"Q15_10";"Q15_11";"Q15_12";"Q15_13";"Q15_14";"Q16_1";"Q16_2";"Q17";"Q18_1";"Q18_2";"Kody_szkol";"Q99___Miasto_Wie_";"Q18_1_Nic";"Q18_1_Nie_wiem";"Q18_1_odp";"Q18_2_m_zew_pieni_dze";"Q18_2_Zawodowe";"Q18_2_m_zew_s_awa";"Q18_2_Wa_ne";"Q18_2_m_osi_gniec";"Q18_2_m_zew_wynalazek";"Q18_2_Inne";"Q18_2_Status";"Q18_2_m_zew_inne";"Q18_2_Pomoc";"Q18_2_m_wew_zaint";"Q18_2_m_zew_wa_ne";"Q18_2_m_wew__przyj";"Q18_2_odp";"Q18_2_W_asne";"Q18_2___Parent_Topics";"Q18_2___Sentiment_Polarity";"Q18_2___Sentiment_Score";"Q18_2___Sentiment";"Q18_2___Topic_Sentiment_Label";"Q18_2___Topic_Sentiment_Score";"Q18_2___Topics"
"11";"R_1FIGZg0vKLUtqp9";"WIELKOPOLSKIE";2020-11-06 00:31:30;2020-11-06 01:52:27;0;"80.87.39.58";100;4856;1;2020-11-06 01:52:27;"";"";"";"";"51.6378021240234375";"17.9635009765625";"anonymous";"EN";0,9;1;"14";"Szkola Podstawowa im.Orla Bialego we Wtórku";"Wtórek";3;4;3;2;4;3;2;2;2;3;2;2;3;4;3;2;3;2;2;3;2;4;2;3;2;2;3;3;2;3;2;3;3;2;4;4;4;4;3;3;3;2;2;2;4;2;2;1;4;3;3;3;3;2;2;1;2;2;2;2;1;2;2;1;2;2;2;1;2;2;3;4;4;4;4;4;4;2;2;2;3;3;2;3;3;4;4;4;4;3;3;3;1;2;3;2;3;4;3;2;3;3;4;3;2;2;4;2;2;3;1;2;3;3;4;3;3;3;3;4;2;2;3;4;3;4;3;4;2;3;2;2;4;2;3;3;1;3;2;1;1;2;4;1;3;1;1;1;3;1;2;2;4;4;4;4;4;4;4;4;4;4;3;2;2;1;"Biologia/Chemia";"Chcialabym, aby powstaly nowe leki potrafiace wyleczyc z ciezkich chorób.";5;"Prawnik";"lubie pracowac z ludzmi i interesuje mnie ten zawód.";79;1;"";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"1";"1";"";"";0;5;"Positive";"";"";"Unknown"
"12";"R_2uQU02K48Vah2Pv";"WIELKOPOLSKIE";2020-11-06 10:20:24;2020-11-06 10:40:10;0;"217.173.2.190";100;1185;1;2020-11-06 10:40:10;"";"";"";"";"51.6464996337890625";"17.8885040283203125";"anonymous";"EN";0,9;1;"14";"Szkola Podstawowa im. Orla Bialego";"we Wtórku";3;4;2;2;2;3;3;3;3;2;1;4;4;3;NA;2;3;3;1;2;2;2;2;2;4;3;4;3;2;2;3;3;2;2;3;3;2;2;2;3;2;3;3;2;2;1;3;2;2;2;3;3;3;2;3;1;3;2;2;2;3;3;2;1;2;3;3;2;3;2;2;2;3;2;4;4;4;3;1;2;3;1;3;2;4;1;4;4;3;2;4;3;4;2;1;4;4;3;1;4;2;2;3;4;2;3;4;2;1;3;2;3;3;4;3;4;2;3;3;4;2;2;3;3;1;3;1;NA;3;2;2;3;4;4;3;NA;1;3;3;1;4;2;4;1;1;3;1;1;2;1;2;3;1;3;2;3;2;3;4;2;3;3;1;3;3;2;"Stworzyc nowy lek";"Leki sa potrzebne chorym ludziom a ja bym chciala im pomagac";5;"Psychologiem";"bardzo lubie pomagac ludziom z jakimikolwiek problemami";NA;1;"";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"1";"1";"";"";0;8;"Positive";"";"";"Unknown"
"13";"R_31MgqKRtrdVQD6r";"LUBUSKIE";2020-11-24 13:03:49;2020-11-24 13:23:42;0;"62.87.222.189";100;1192;1;2020-11-24 13:23:42;"";"";"";"";"51.77569580078125";"14.9994049072265625";"anonymous";"EN";0,9;1;"14";"Szkola Podstawowa nr 2 im. Boleslawa Chrobrego";"Lubsko";4;1;1;3;2;4;4;4;4;3;2;2;1;2;NA;4;4;4;4;4;4;4;2;4;4;4;4;4;4;2;1;4;2;4;4;4;4;4;4;4;4;4;4;4;4;4;4;3;4;4;4;4;4;2;3;2;4;2;1;2;4;NA;4;4;4;2;1;2;NA;2;2;2;2;2;1;3;3;2;1;1;2;2;3;3;2;2;4;4;2;2;3;3;2;2;2;1;2;2;1;4;3;2;4;3;2;3;4;3;2;1;2;3;3;2;3;3;2;2;3;2;1;1;2;4;4;4;4;3;2;2;2;4;4;2;2;2;1;4;1;1;2;1;1;1;1;1;1;1;NA;NA;NA;4;4;4;4;4;4;4;4;4;4;4;4;2;4;4;"";"";6;"psychiatra/patolog sadowy/prokurator";"wiaza sie z moimi zainteresowaniami";55;2;"";"";"1";"";"";"";"";"";"";"";"";"";"";"1";"";"";"1";"";"";0;5;"Positive";"";"";"Unknown"
"14";"R_27VHpzWsP6HMsOo";"LUBUSKIE";2020-11-24 23:58:42;2020-11-25 00:14:38;0;"78.10.50.83";100;955;1;2020-11-25 00:14:38;"";"";"";"";"51.786102294921875";"14.981597900390625";"anonymous";"EN";0,9;1;"13";"sp2 lubsko";"lubsku";1;2;1;1;4;2;4;2;4;2;4;4;4;4;1;4;4;4;4;4;4;4;3;4;4;2;4;4;2;4;3;3;2;4;4;4;4;4;4;3;4;3;3;3;4;4;4;3;4;4;3;4;4;4;3;3;3;3;3;3;3;4;4;3;3;4;4;3;3;3;3;3;3;3;3;4;4;4;4;4;4;4;3;3;3;3;3;4;3;3;4;4;4;4;4;4;3;3;3;4;3;4;3;4;4;3;3;4;3;4;3;4;4;3;3;3;4;3;4;3;4;4;3;3;3;3;3;3;3;3;3;3;3;3;3;3;4;2;3;1;4;1;4;1;2;1;1;4;4;3;2;4;4;3;2;2;4;1;3;2;4;2;3;1;4;2;"piroman";"interesuje mnie to";3;"fryzjer";"to jest fajne";55;2;"";"";"1";"";"";"";"";"";"";"";"";"";"";"1";"";"";"1";"";"";0;5;"Positive";"";"";"Unknown"
"15";"R_3e9qaKKmqvNKPmp";NA;2020-11-19 02:53:28;2020-11-19 03:07:57;0;"188.147.36.57";100;868;1;2020-11-19 03:07:57;"";"";"";"";"50.3065948486328125";"18.776397705078125";"anonymous";"EN";0,9;1;"14";"Publiczna szkola podstawowa im. Sw Jadwigii";"Rzezawa";2;3;2;2;3;4;3;2;4;3;2;2;1;1;3;3;1;3;2;1;2;2;2;2;1;1;1;4;2;3;1;2;2;1;2;1;4;3;2;2;2;4;2;1;2;1;1;1;1;3;3;3;3;1;2;2;2;2;1;2;2;4;3;2;2;2;2;2;1;1;3;4;3;1;4;3;4;2;1;4;4;4;4;4;2;2;4;4;4;2;4;3;2;1;4;2;4;2;1;4;2;2;4;3;2;4;4;3;1;4;2;2;3;3;2;2;2;3;1;2;1;1;2;1;2;1;3;3;3;2;2;3;4;2;1;3;1;2;2;2;2;2;3;2;1;1;1;1;3;2;2;3;4;4;4;4;4;4;4;4;3;4;4;3;3;3;"Znalesc skuteczne lekarstwo na raka";"wiele ludzi z owodu tej choroby traci bliskich";6;"Detektywem";"lubie sprawy kriminalne i od dawna sie tym interesuje";66;1;"";"";"1";"";"";"";"";"";"";"";"";"";"";"1";"";"1";"1";"";"";0;5;"Positive";"";"";"Unknown"
"16";"R_1qeNCQz4rxqnBGF";NA;2020-11-19 05:33:29;2020-11-19 06:09:39;0;"5.184.201.202";100;2169;1;2020-11-19 06:09:39;"";"";"";"";"50.3065948486328125";"18.776397705078125";"anonymous";"EN";0,9;1;"14";"Szkola Podstawowa im. sw. Jana Pawla II";"Dziadowa Kloda";3;1;3;2;2;3;1;3;2;2;2;1;1;2;2;2;3;3;3;2;2;2;1;2;3;3;3;2;1;2;NA;1;2;2;3;3;4;1;3;3;2;3;2;2;4;3;3;2;3;1;1;2;2;2;3;2;1;1;2;1;2;2;2;2;1;2;2;1;3;1;1;1;1;1;2;3;2;2;2;3;3;3;2;2;3;2;2;3;2;3;3;4;2;3;2;2;3;2;2;4;2;2;3;3;2;1;4;2;1;4;2;2;3;4;2;3;2;2;3;3;3;2;2;3;3;3;3;2;2;1;2;3;4;2;1;2;NA;2;1;1;1;2;2;2;1;1;1;2;3;2;2;2;4;4;4;4;4;4;4;2;2;4;2;NA;3;2;"spróbowac pomóc osobom chorym (opracowac lek itp. )";"chce po prostu uratowac komus zycie";4;"pracowac w jakis wiekszych korporacjach";"";31;1;"";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"999";"";"";NA;NA;"";"";"";""
"17";"R_p6gKhmHZFy1HeFj";NA;2020-11-30 04:34:25;2020-11-30 04:53:37;0;"88.156.135.216";100;1152;1;2020-11-30 04:53:37;"";"";"";"";"50.3065948486328125";"18.776397705078125";"anonymous";"EN";0,9;1;"14";"PSP zawadzkie";"Zawadzkie";2;1;1;2;4;3;2;2;1;4;4;3;1;2;NA;3;1;3;3;4;2;3;4;4;2;4;2;2;1;1;1;2;4;3;4;1;4;1;3;1;1;1;4;4;3;4;4;4;4;4;4;1;3;1;3;2;4;4;4;1;1;3;1;1;1;3;4;3;4;3;1;4;2;4;4;1;3;2;1;4;4;4;2;3;2;4;2;4;2;1;1;3;1;1;4;1;3;1;1;4;4;4;4;3;1;1;4;4;1;1;3;4;2;1;1;2;3;3;1;4;1;1;1;4;3;3;2;1;3;3;3;4;3;4;1;3;2;2;4;1;4;1;4;3;1;2;3;2;3;2;1;4;2;2;4;4;2;4;NA;3;4;3;4;4;4;4;"Nie chcialabym";"";6;"";"";12;1;"";"";"999";"";"";"";"";"";"";"";"";"";"";"";"";"";"999";"";"";NA;NA;"";"";"";""
"18";"R_sIir6sZQQhQNDWN";NA;2020-12-01 03:24:41;2020-12-01 03:34:36;0;"89.151.40.134";100;594;1;2020-12-01 03:34:36;"";"";"";"";"50.3065948486328125";"18.776397705078125";"anonymous";"EN";0,9;2;"14";"Szkola podstawowa im. Stanislawa Jachowicza";"Belchatów";1;1;1;1;4;3;3;1;4;3;1;4;4;3;1;4;1;2;1;3;3;2;4;3;3;3;3;1;2;2;4;2;1;2;4;4;4;4;4;1;2;4;2;4;1;4;4;4;1;4;4;4;4;1;4;1;4;1;4;4;1;4;1;1;2;4;2;1;1;1;1;1;1;1;4;4;4;3;3;4;4;4;4;4;4;4;4;4;4;4;4;4;1;1;4;2;4;2;1;4;3;4;4;4;1;2;4;4;1;4;1;2;3;1;1;2;1;3;1;1;1;1;1;4;4;4;4;4;4;3;4;4;4;4;2;2;4;4;2;1;2;1;1;1;1;1;2;1;1;1;1;1;4;4;4;4;4;4;4;4;4;4;4;4;4;4;"nie chcialbym";"-";5;"malarz";"lubie malowac";NA;2;"";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"1";"1";"";"";0;3;"Positive";"";"";"Unknown"
"19";"R_2DP9vDpaJihUpbv";NA;2020-12-01 03:23:48;2020-12-01 03:57:54;0;"88.156.135.208";100;2046;1;2020-12-01 03:57:54;"";"";"";"";"50.3065948486328125";"18.776397705078125";"anonymous";"EN";0,9;2;"14";"Szkola Podstawowa Numer 1 w odzialami integracyjnymi w Belchatowie";"Belchatów/Polska";4;4;2;2;4;3;1;3;4;1;3;1;4;4;4;4;4;3;4;4;4;3;4;3;4;2;4;1;3;3;3;3;4;3;4;4;4;4;4;3;3;2;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;3;4;4;4;3;4;4;4;4;4;4;1;4;2;1;4;4;4;4;2;4;4;4;4;4;2;2;1;1;1;2;3;4;2;1;1;3;4;3;4;1;1;4;3;1;4;2;2;4;3;2;4;2;4;4;4;2;3;4;4;4;4;2;3;3;2;3;3;4;2;3;4;1;2;1;1;2;1;2;2;1;3;1;1;NA;NA;NA;NA;4;4;4;4;4;4;4;3;3;4;2;3;NA;1;"Zdabac czy jest mozliwosc zycia wiecznie, jako czlowiek";"Uwazam ze moglibysmy zachowac wielu madry ludzi i stworzyc klub z najmadrzejszymi ludzmi na swiecie";3;"Chcialbym byc tlumaczem lub ministerm spraw zagranicznych";"Chce rozwiazac kilka konfliktów pomiedzy swiatem, oraz ulagodnic ich stoszuneki do siebie";NA;2;"";"";"1";"";"";"";"";"";"";"1";"";"";"";"";"";"";"1";"";"";0;-5;"Negative";"";"";"Unknown"
"20";"R_p5WYSkd8kGggmIN";NA;2020-12-02 01:16:14;2020-12-02 01:31:33;0;"5.173.105.56";100;919;1;2020-12-02 01:31:34;"";"";"";"";"50.3065948486328125";"18.776397705078125";"anonymous";"EN";0,9;2;"14";"Sp2 Zakopane";"w Zakopanem";3;2;4;2;3;2;2;3;2;4;3;4;4;4;3;3;3;1;3;3;3;3;4;4;4;2;3;2;3;3;4;4;4;1;3;3;4;3;2;3;4;3;3;3;2;4;4;1;2;3;3;3;4;3;3;4;4;4;3;4;3;4;3;4;4;4;3;4;3;4;3;4;3;4;3;2;4;3;3;2;3;3;3;4;3;4;3;1;3;3;3;2;2;3;4;3;4;3;1;4;4;3;3;1;2;3;3;3;3;3;4;4;2;3;2;2;3;3;2;2;3;3;2;3;2;3;3;3;3;NA;3;3;3;3;3;4;1;2;2;2;2;2;3;4;3;3;3;4;3;2;3;2;3;3;3;NA;3;3;3;3;3;3;3;2;3;2;"Zeby swiat byl lepszy";"Poniewaz jak za pare lat tak samo bedzie to ziemia bedzie cala zasmiecona  i zeby innym lepiej sie zylo";3;"mechanik";"Chcial bym naprawiac samochody";NA;2;"";"";"1";"";"";"";"";"";"";"1";"";"";"";"";"";"";"1";"";"";0;0;"Neutral";"";"";"Unknown"
"21";"R_1QAz4YsrIj4yYN0";"PODKARPACKIE";2020-11-17 05:26:12;2020-11-17 05:48:46;0;"46.149.223.49";100;1354;1;2020-11-17 05:48:47;"";"";"";"";"49.72869873046875";"21.579803466796875";"anonymous";"EN";0,9;2;"14";"Niepubliczna szkola podstawowa w Nowym Gliniku";"Nowy Glinik";3;4;1;2;3;2;2;3;3;4;3;4;4;3;2;2;3;4;4;4;4;2;4;2;3;1;3;1;1;3;4;2;3;3;4;4;4;4;4;2;2;2;1;1;2;2;2;2;2;2;2;2;4;4;3;3;3;1;1;1;1;2;1;1;1;4;3;1;3;4;3;4;4;3;4;3;3;3;2;2;4;4;3;3;3;3;3;3;3;1;3;3;2;1;4;1;3;3;1;4;3;3;4;4;2;2;4;3;1;3;1;4;2;2;1;3;NA;3;2;3;2;4;2;4;2;4;4;4;2;1;2;3;4;2;1;NA;1;2;2;3;1;1;1;1;1;1;1;1;3;1;3;3;3;4;4;3;4;3;4;3;3;3;4;3;3;3;"";"";3;"Informatyk, oprator IT";"dobrze sie zarabia i wgl.";59;1;"";"";"1";"1";"";"";"";"";"";"";"";"";"";"";"";"";"1";"";"";0;5;"Positive";"";"";"Unknown"
"22";"R_3qyyepo6ou1UPpE";"PODKARPACKIE";2020-11-17 07:43:29;2020-11-17 08:07:18;0;"46.149.223.49";100;1428;1;2020-11-17 08:07:18;"";"";"";"";"49.72869873046875";"21.579803466796875";"anonymous";"EN";0,9;1;"14";"Niepubliczny Zespól Szkolno-Przedszkolny w Nowym Gliniku";"Nowy Glinik";4;2;2;1;3;4;4;4;2;3;1;3;2;3;NA;1;3;2;1;4;4;2;3;2;4;3;4;4;2;2;3;2;3;3;3;3;4;3;4;3;2;4;4;3;2;3;3;2;3;4;4;3;3;3;3;1;1;1;1;2;1;4;2;2;2;3;3;1;2;3;2;3;3;3;4;4;3;3;1;2;4;3;2;4;4;3;4;4;4;2;3;3;2;2;4;4;4;3;1;3;2;2;4;4;1;2;4;3;2;4;1;2;4;3;3;3;2;2;2;4;2;2;3;4;4;4;3;3;3;3;3;2;3;2;NA;NA;1;2;2;2;2;2;2;1;1;1;1;1;3;2;3;3;3;4;4;3;2;2;4;3;3;3;2;2;3;2;"";"";5;"";"";59;1;"";"";"999";"";"";"";"";"";"";"";"";"";"";"";"";"";"999";"";"";NA;NA;"";"";"";""
"23";"R_AnS7eYAYUqiXRDz";"LÓDZKIE";2020-11-26 02:04:37;2020-11-26 02:19:05;0;"79.190.152.249";100;868;1;2020-11-26 02:19:05;"";"";"";"";"51.9600067138671875";"20.1522064208984375";"anonymous";"EN";0,9;2;"14";"szkola podstawowa nr 2 imienia Adama Mickiewicza";"Glowno";1;2;3;2;3;3;2;1;3;3;4;3;3;2;2;3;2;4;3;4;3;4;2;4;4;4;4;1;3;3;2;4;4;3;NA;3;4;1;4;3;2;1;4;4;3;3;4;4;4;3;3;3;3;3;4;4;4;4;4;4;4;2;3;3;3;3;3;3;1;2;2;3;3;3;3;1;4;3;3;1;2;1;2;2;3;3;3;3;4;2;3;3;1;1;1;2;3;2;1;2;1;3;4;3;1;4;4;4;3;1;1;2;2;1;1;2;1;1;2;1;1;1;1;4;3;4;2;2;1;2;1;3;4;3;2;3;1;3;1;1;1;2;2;1;1;1;1;1;2;3;1;4;3;3;3;3;2;1;1;4;3;3;3;2;3;3;"robic cokolwiek pozytecznego";"nie mam pomyslów co mialbym niby odkryc plus watpliwe ze taki lek na raka jest latwy do stworzenia";5;"kimkolwiek gdzie mozna utrzymac rodzine";"nie mam planów i wyjdzie jak wyjdzie";36;2;"";"1";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"1";"";"";0;0;"Neutral";"";"";"Unknown"
"24";"R_1IgfOszgyrcMv0x";"MALOPOLSKIE";2020-11-19 01:01:18;2020-11-19 01:28:00;0;"185.172.85.182";100;1601;1;2020-11-19 01:28:00;"";"";"";"";"49.967498779296875";"20.4293975830078125";"anonymous";"EN";0,9;2;"13";"psp rzezawa";"rzezawa";1;3;2;1;4;3;2;4;2;4;1;4;4;4;4;1;3;4;2;4;4;1;4;2;1;1;1;1;1;1;4;2;4;4;4;4;4;1;1;4;4;2;2;1;3;1;1;1;4;2;2;2;2;3;1;4;4;1;4;3;1;4;3;3;2;4;4;3;1;4;1;4;4;4;4;2;3;3;4;1;4;4;4;3;1;1;4;4;4;1;2;3;1;2;3;1;4;3;4;1;2;1;4;4;4;3;2;1;4;4;2;4;4;1;2;2;1;4;4;1;4;4;1;4;4;4;4;1;3;4;2;1;4;4;3;2;1;1;3;1;2;3;4;4;3;1;1;2;3;4;2;4;1;2;2;2;3;3;3;3;4;3;4;4;4;2;"zajmowac sie konstrukcja uzadzen i robotów";"sa one pszydatne ciekawe i ekscytujace";5;"informatykiem";"jest to zawód dobrze platny i mam do tego smykalke";66;1;"";"";"1";"1";"";"";"";"1";"";"";"";"";"";"";"";"";"1";"";"";0;5;"Positive";"";"";"Unknown"
"25";"R_3CJYOmqeW5i5a2m";"MALOPOLSKIE";2020-11-19 02:51:26;2020-11-19 03:01:18;0;"185.172.85.158";100;592;1;2020-11-19 03:01:19;"";"";"";"";"49.967498779296875";"20.4293975830078125";"anonymous";"EN";0,9;1;"14";"psp rzezawa";"rzezawa";3;2;4;3;4;4;4;2;4;2;NA;NA;3;4;4;4;4;3;3;3;3;2;2;3;4;4;4;4;3;3;2;2;1;4;4;4;4;3;4;4;4;3;3;1;4;3;3;2;3;NA;4;4;4;2;4;3;2;2;3;2;4;3;4;2;2;1;NA;3;4;1;1;1;1;1;1;4;3;3;2;2;4;2;3;4;4;3;NA;4;4;4;4;4;2;3;4;3;4;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;3;3;4;4;NA;3;4;4;1;1;3;4;4;4;4;4;4;4;4;4;4;4;4;4;1;3;2;4;3;4;NA;3;2;4;3;3;1;3;4;4;2;2;3;1;3;2;4;4;3;3;3;3;2;3;"";"";2;"";"";66;1;"";"";"999";"";"";"";"";"";"";"";"";"";"";"";"";"";"999";"";"";NA;NA;"";"";"";""
"26";"R_O0UIZBHraZxuwLf";"MALOPOLSKIE";2020-11-19 02:55:16;2020-11-19 03:01:35;0;"185.172.85.171";100;379;1;2020-11-19 03:01:36;"";"";"";"";"49.967498779296875";"20.4293975830078125";"anonymous";"EN";0,9;2;"14";"psp rzezawa";"rzezawa";2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;"";"";1;"niewiem";"";66;1;"";"1";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"999";"";"";NA;NA;"";"";"";""
"27";"R_Zqs4cyqfH7BSwox";"MALOPOLSKIE";2020-11-19 02:54:17;2020-11-19 03:03:45;0;"185.172.85.152";100;567;1;2020-11-19 03:03:45;"";"";"";"";"49.967498779296875";"20.4293975830078125";"anonymous";"EN";0,9;2;"14";"PSP Rzezawa";"Rzezawa";1;1;1;1;1;1;1;1;1;1;3;1;1;3;2;4;2;3;3;3;3;3;2;2;4;3;3;3;1;1;1;1;1;4;4;3;3;1;1;2;3;4;1;1;1;1;3;3;2;2;3;1;4;1;1;1;4;1;1;4;4;2;2;3;1;2;3;3;4;2;4;1;NA;1;1;4;3;4;1;1;3;1;1;2;4;4;4;2;2;2;2;4;1;1;1;1;2;3;2;1;1;1;1;4;4;3;2;2;4;4;4;1;1;1;2;1;3;2;2;1;1;1;1;4;1;1;1;4;4;1;1;1;1;1;3;2;3;3;4;4;4;3;1;1;1;1;1;1;2;1;1;3;1;1;1;1;1;1;1;2;1;1;4;1;4;4;"to rzucic";"wedlug mnie to jest nudne";7;"kelnerem/sprzedawca";"sa to zawody latwe i nie wymagaja wyksztalcenia";66;1;"";"";"1";"";"";"";"";"";"";"1";"";"";"";"";"";"";"1";"";"";0;5;"Positive";"";"";"Unknown"
"28";"R_1OuVNWOXBKcIbkt";"MALOPOLSKIE";2020-11-19 02:51:38;2020-11-19 03:03:52;0;"185.172.85.183";100;733;1;2020-11-19 03:03:52;"";"";"";"";"49.967498779296875";"20.4293975830078125";"anonymous";"EN";0,9;2;"14";"PSP Rzezawa";"Rzezawa";3;2;2;1;3;2;2;2;2;3;2;3;2;2;2;2;2;2;2;3;3;2;3;3;1;1;2;1;2;2;2;2;3;2;3;4;4;1;2;3;3;2;2;2;3;2;2;2;3;2;1;2;2;2;2;1;2;1;1;1;1;2;1;1;1;3;3;1;2;2;1;1;1;3;3;3;3;3;2;2;2;2;3;2;3;3;2;3;3;2;2;3;3;3;2;2;2;3;3;2;3;3;2;3;2;2;3;3;2;2;2;4;3;2;2;2;2;3;2;2;2;3;2;2;3;3;3;2;3;3;3;2;2;2;2;2;1;3;3;2;3;2;2;4;2;2;2;1;2;2;1;4;3;3;3;3;2;1;2;3;4;1;4;4;4;4;"";"";4;"";"";66;1;"";"";"999";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";NA;NA;"";"";"";""
"29";"R_eOSsaNBUZKCOsE1";"MALOPOLSKIE";2020-11-19 02:55:03;2020-11-19 03:06:18;0;"185.172.85.165";100;675;1;2020-11-19 03:06:19;"";"";"";"";"49.967498779296875";"20.4293975830078125";"anonymous";"EN";0,9;2;"14";"PSP Rzezawa";"Rzezawa";1;2;2;2;3;2;2;2;2;3;2;4;3;2;NA;2;2;3;2;3;2;2;3;4;3;2;4;3;2;3;3;2;3;3;3;2;4;3;4;2;1;1;2;2;3;2;2;1;2;1;2;3;3;2;2;1;NA;1;2;2;2;3;1;1;1;3;3;1;2;1;1;2;3;3;4;2;3;2;2;1;2;2;3;4;2;4;2;2;4;2;2;3;1;1;4;4;1;2;4;2;3;1;3;2;3;2;4;3;3;4;3;4;4;3;3;4;2;3;1;1;1;3;1;3;4;4;4;4;1;1;1;2;4;2;1;4;1;3;2;3;3;1;4;4;1;1;1;3;3;3;1;4;4;4;4;4;2;4;1;4;4;2;4;3;4;4;"byc soba";" tak";6;" soba";"tak";66;1;"1";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"2";"";"";0;0;"Neutral";"";"";"Unknown"
